 	Label	Strain	Time	Well	Site	Area	X	Y	W	H
160	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	72	16294.417	5604.653	20480	20440
161	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	117	16608.363	5606.85	20480	20440
162	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	80	16138.288	5606.587	20480	20440
163	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	177	15943.116	5621.308	20480	20440
164	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	184	16474.163	5615.946	20480	20440
165	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	75	16359.567	5625.873	20480	20440
166	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	98	16797.52	5627.612	20480	20440
167	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	95	16813.995	5636.647	20480	20440
168	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	79	16875.146	5630.07	20480	20440
169	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	101	16431.688	5646.104	20480	20440
170	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	24	16382.375	5654.625	20480	20440
171	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	67	16161.216	5666.754	20480	20440
172	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	84	16390.714	5680.262	20480	20440
173	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	84	15830.786	5687.512	20480	20440
174	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	94	16532.66	5684.085	20480	20440
175	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	87	16163.626	5688.351	20480	20440
176	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	149	16370.822	5698.735	20480	20440
177	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	40	16293.675	5689.425	20480	20440
178	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	39	16323.91	5694.705	20480	20440
179	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	8	16384.375	5695.25	20480	20440
180	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	85	17283.476	5707.559	20480	20440
181	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	89	16406.758	5713.354	20480	20440
182	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	77	16482.11	5725.006	20480	20440
183	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	63	16657.627	5731.627	20480	20440
184	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	101	16453.5	5743.441	20480	20440
185	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	81	16570.13	5738.068	20480	20440
186	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	79	16514.247	5745.639	20480	20440
187	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	19	16225.342	5747.079	20480	20440
188	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	8	16347.125	5750.375	20480	20440
189	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	5	16355.1	5751.5	20480	20440
190	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	32	16205	5757.75	20480	20440
191	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	79	16448.703	5772.323	20480	20440
192	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	175	16278.214	5789.906	20480	20440
193	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	35	16318.071	5785.186	20480	20440
194	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	75	15866.287	5793.78	20480	20440
195	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	74	16368.473	5792.135	20480	20440
196	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	88	16419.159	5802.307	20480	20440
197	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	78	16256.987	5807.064	20480	20440
198	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	94	16514.064	5802.181	20480	20440
199	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	91	16021.412	5807.115	20480	20440
200	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	83	16566.428	5806.163	20480	20440
201	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	217	16397.071	5811.813	20480	20440
202	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	66	16274.909	5813.106	20480	20440
203	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	75	16663.94	5810.62	20480	20440
204	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	89	16544.579	5826.242	20480	20440
205	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	62	16051.726	5830.855	20480	20440
206	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	55	16387.391	5830.882	20480	20440
207	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	81	16423.66	5832.562	20480	20440
208	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	68	16663.794	5829.882	20480	20440
209	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	67	16685.828	5830.933	20480	20440
210	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	54	16061.87	5842.426	20480	20440
211	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	33	15897.409	5843.924	20480	20440
212	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	177	16557.551	5853.082	20480	20440
213	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	80	16303.312	5854.712	20480	20440
214	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	4	15889	5849	20480	20440
215	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	47	16234.181	5854.287	20480	20440
216	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	41	16223.183	5864.256	20480	20440
217	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	107	16525.22	5865.21	20480	20440
218	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	79	15609.804	5866.93	20480	20440
219	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	47	16279.713	5872.777	20480	20440
220	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	65	16040.838	5881.946	20480	20440
221	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	90	16018.222	5883.078	20480	20440
222	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	47	16228.074	5887.585	20480	20440
223	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	43	16296.895	5885.756	20480	20440
224	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	57	16216.096	5889.956	20480	20440
225	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	62	17073.226	5897.29	20480	20440
226	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	5	16302.7	5895.3	20480	20440
227	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	65	16083.238	5912.485	20480	20440
