 	Label	Strain	Time	Well	Site	Area	X	Y	W	H
147	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	84	18939.25	5396.845	20480	20440
148	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	69	18470.543	5406.428	20480	20440
149	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	65	18622.208	5412.469	20480	20440
150	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	123	3664.898	5416.72	20480	20440
151	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	81	19157.006	5465.216	20480	20440
152	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	45	18786.1	5494.922	20480	20440
153	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	89	19090.545	5520.747	20480	20440
154	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	105	18840.424	5525.681	20480	20440
155	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	85	18883.865	5561.547	20480	20440
156	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	63	18809.262	5560.881	20480	20440
157	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	205	18921.002	5568.851	20480	20440
158	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	85	18640.065	5594.418	20480	20440
159	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	89	18536.511	5617.534	20480	20440
160	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	69	19072.616	5630.558	20480	20440
161	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	72	18497.319	5700.417	20480	20440
162	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	32	18601.188	5698.875	20480	20440
163	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	60	18496.467	5721.65	20480	20440
